Cell_name	Zvalue	Color	Cluster	ICAM1	STAT3
MGH53_P11_F12	NA	black	0	0	0.84077
MGH53_P11_G01	0.559327693112	green3	2	0.10165	0.069015
MGH53_P11_G02	NA	black	0	0	0
MGH53_P11_G03	NA	black	0	0	0.17377
MGH53_P11_G04	NA	black	0	0	2.2391
MGH53_P11_G05	NA	black	0	0	0
MGH53_P11_G06	NA	black	0	0	1.9964
MGH53_P11_G07	NA	black	0	0	0
MGH53_P11_G08	NA	black	0	0	0
MGH53_P11_G09	-0.586178183431	red	1	0.14796	4.3161
MGH53_P11_G10	NA	black	0	0	0.1137
MGH53_P11_G11	NA	black	0	0	4.4305
MGH53_P11_G12	NA	black	0	0	0.41251
MGH53_P11_H01	-0.308748662307	red	1	0.27977	3.5652
MGH53_P11_H02	-0.613446742853	red	1	0.27143	4.7439
MGH53_P11_H04	NA	black	0	0	0.22774
MGH53_P11_H05	0.0301331528897	red	1	0.15445	2.112
MGH53_P11_H06	-0.292362735495	red	1	0.21288	3.3908
MGH53_P11_H07	NA	black	0	0.11237	0
MGH53_P11_H08	NA	black	0	0	0.51803
MGH53_P11_H09	NA	black	0	0	0.28214
MGH53_P11_H10	NA	black	0	0	2.9501
MGH53_P11_H11	NA	black	0	0	4.7527
MGH53_P11_H12	0.301399194105	green3	2	0.19535	0.95531
MGH53_P9_A01	NA	black	0	0	0
MGH53_P9_A02	NA	black	0	0	0
MGH53_P9_A03	NA	black	0	0	0
MGH53_P9_A04	NA	black	0	0	4.1077
MGH53_P9_A05	-0.496130902848	red	1	0.23756	4.2095
MGH53_P9_A06	0.40886019782	green3	2	0.2857	0.19409
MGH53_P9_A07	NA	black	0	0	0
MGH53_P9_A08	NA	black	0	0	0.20664
MGH53_P9_A09	NA	black	0	0	0
MGH53_P9_A10	NA	black	0	0	5.822
MGH53_P9_A11	NA	black	0	0	0
MGH53_P9_A12	NA	black	0	0	1.9294
MGH53_P9_B01	NA	black	0	0	0.23511
MGH53_P9_B02	NA	black	0	0	4.995
MGH53_P9_B03	NA	black	0	0	0.91073
MGH53_P9_B04	NA	black	0	0	0.63877
MGH53_P9_B05	NA	black	0	0	2.8351
MGH53_P9_B06	NA	black	0	0	0
MGH53_P9_B07	NA	black	0	0	0
MGH53_P9_B08	NA	black	0	0	0
MGH53_P9_B09	NA	black	0	0	0
MGH53_P9_B11	NA	black	0	0	0
MGH53_P9_B12	-0.529307777839	red	1	0.26544	4.4069
MGH53_P9_C01	NA	black	0	0	0.19283
MGH53_P9_C02	NA	black	0	0	2.043
MGH53_P9_C03	NA	black	0	0	0
MGH53_P9_C04	NA	black	0	0	0
MGH53_P9_C05	NA	black	0	0	1.9176
MGH53_P9_C06	NA	black	0	0	2.4431
MGH53_P9_C07	NA	black	0	0	0.29278
MGH53_P9_C08	NA	black	0	0	1.512
MGH53_P9_C09	NA	black	0	0	2.0738
MGH53_P9_C10	NA	black	0	0	0.35276
MGH53_P9_C11	NA	black	0	0	0
MGH53_P9_C12	NA	black	0	0	0.14926
MGH53_P9_D01	NA	black	0	0	0
MGH53_P9_D02	NA	black	0	0	2.8938
MGH53_P9_D03	NA	black	0	0	0
MGH53_P9_D04	NA	black	0	0	4.3513
MGH53_P9_D05	NA	black	0	0	0
MGH53_P9_D08	-0.307040061859	red	1	0.37184	3.7459
MGH53_P9_D09	NA	black	0	0	1.0766
MGH53_P9_D10	NA	black	0	0	4.4591
MGH53_P9_D11	NA	black	0	0	0
MGH53_P9_D12	NA	black	0	0	0
MGH53_P9_F04	NA	black	0	0	2.5358
MGH53_P9_F05	NA	black	0	0	0
MGH53_P9_F06	NA	black	0	0	0.02148
MGH53_P9_F07	NA	black	0	0	2.8007
MGH53_P9_F08	NA	black	0	0	2.8562
MGH53_P9_F09	NA	black	0	0	0
MGH53_P9_F10	NA	black	0	0	4.2675
MGH53_P9_F11	-0.223740817643	red	1	0.22651	3.1424
MGH53_P9_F12	NA	black	0	0	4.4453
MGH53_P9_G01	NA	black	0	0	1.4875
MGH53_P9_G02	NA	black	0	0	1.7702
MGH53_P9_G03	NA	black	0	0	0
MGH53_P9_G04	NA	black	0	0	4.6041
MGH53_P9_G07	NA	black	0	0	4.8329
MGH53_P9_G08	0.387907892414	green3	2	0.26303	0.38073
MGH53_P9_G09	NA	black	0	0	5.6867
MGH53_P9_G12	0.441327577941	green3	2	0.21039	0.27501
MGH53_P9_H01	NA	black	0	0	3.7684
MGH53_P9_H02	NA	black	0	0	0
MGH53_P9_H03	NA	black	0	0	0
MGH53_P9_H04	NA	black	0	0	0
MGH53_P9_H05	0.29203160927	green3	2	0.43296	0.34142
MGH53_P9_H06	NA	black	0	0	3.4995
MGH53_P9_H07	NA	black	0	0	0
MGH53_P9_H08	0.364428368965	green3	2	0.30217	0.38184
MGH53_P9_H09	NA	black	0	0	0.15834
MGH53_P9_H10	NA	black	0	0	0
MGH53_P9_H11	NA	black	0	0	0
MGH53_P9_H12	NA	black	0	0	0
MGH53_P4_A07	NA	black	0	0	3.6997
MGH53_P4_B01	NA	black	0	0	0
MGH53_P4_B02	NA	black	0	0	0
MGH53_P4_B08	NA	black	0	0	0.20789
MGH53_P4_B09	NA	black	0	0	3.8666
MGH53_P4_B10	NA	black	0	0	0.21909
MGH53_P4_B11	-0.456462648157	red	1	0.24367	4.0744
MGH53_P4_C03	NA	black	0	0	3.961
MGH53_P4_C11	0.515476879169	green3	2	0.15575	0.097611
MGH53_P4_C12	NA	black	0	0	3.5745
MGH53_P4_D04	NA	black	0	0	0.23389
MGH53_P4_D05	0.446759851046	green3	2	0.20414	0.26784
MGH53_P4_D09	0.487948885225	green3	2	0.15963	0.20914
MGH53_P4_E01	NA	black	0	0	2.4649
MGH53_P4_E02	NA	black	0	0	4.4225
MGH53_P4_E07	0.315887227103	green3	2	0.3584	0.47405
MGH53_P4_E08	0.407290988212	green3	2	0.30334	0.1375
MGH53_P4_E09	NA	black	0	0	0.10434
MGH53_P4_F01	NA	black	0	0.6248	0
MGH53_P4_F02	NA	black	0	0	0
MGH53_P4_F08	-0.384552705137	red	1	0.16221	3.65
MGH53_P4_F11	NA	black	0	0	4.4972
MGH53_P4_G02	NA	black	0	0	4.1571
MGH53_P4_G05	0.0731667352194	red	1	0.13093	1.9523
MGH53_P4_G07	NA	black	0	0	0.28806
MGH53_P4_G08	-0.0394372023777	red	1	0.95754	4.392
MGH53_P4_G09	0.449456645223	green3	2	0.16479	0.36625
MGH53_P4_H10	NA	black	0	0	0.51096
MGH53_P4_H11	NA	black	0	0	4.1535
MGH53_P4_H12	-0.179358803553	red	1	0.52105	3.4199
MGH54_P14_A01	NA	black	0	0	3.5322
MGH54_P14_A02	NA	black	0	0	0.70399
MGH54_P14_A03	NA	black	0	0	0
MGH54_P14_A04	NA	black	0	0	0
MGH54_P14_A05	NA	black	0	0	0
MGH54_P14_A06	NA	black	0	0	0.28688
MGH54_P14_A07	NA	black	0	0	3.8484
MGH54_P14_A08	-0.375228459652	red	1	0.25701	3.7891
MGH54_P14_A09	NA	black	0	0	3.9374
MGH54_P14_A10	NA	black	0	0	0
MGH54_P14_A11	NA	black	0	0	3.3755
MGH54_P14_A12	NA	black	0	0	1.2079
MGH54_P14_B01	NA	black	0	0	0.72944
MGH54_P14_B02	NA	black	0	0	0
MGH54_P14_B03	NA	black	0	0.3471	0
MGH54_P14_B04	NA	black	0	0	0.16736
MGH54_P14_B05	NA	black	0	0	2.5366
MGH54_P14_B06	NA	black	0	0	3.198
MGH54_P14_B07	NA	black	0	0	0.18777
MGH54_P14_B08	NA	black	0	0	3.8931
MGH54_P14_B09	NA	black	0	0	1.6239
MGH54_P14_B10	0.352802628217	green3	2	0.35389	0.26424
MGH54_P14_B11	NA	black	0	0	0.21288
MGH54_P14_B12	NA	black	0	0	0
MGH54_P14_C01	NA	black	0	0	3.6994
MGH54_P14_C02	NA	black	0	0	5.0308
MGH54_P14_C03	NA	black	0	0	0
MGH54_P14_C04	NA	black	0	0	0
MGH54_P14_C05	-0.0921959775258	red	1	0.21537	2.6072
MGH54_P14_C06	NA	black	0	0	0
MGH54_P14_C07	NA	black	0	0.27262	0
MGH54_P14_C08	NA	black	0	0	2.4109
MGH54_P14_C09	NA	black	0	0	0.76977
MGH54_P14_C10	NA	black	0	0	3.2046
MGH54_P14_C11	NA	black	0	0	4.4471
MGH54_P14_C12	NA	black	0	0	0.33685
MGH54_P14_D01	NA	black	0	0	2.5632
MGH54_P14_D02	NA	black	0	0	2.626
MGH54_P14_D03	NA	black	0	0	0
MGH54_P14_D04	NA	black	0	0	2.8752
MGH54_P14_D05	NA	black	0	0	0
MGH54_P14_D06	NA	black	0	0	0
MGH54_P14_D07	NA	black	0	0	0.16092
MGH54_P14_D08	NA	black	0	0	0
MGH54_P14_D09	NA	black	0	0	0.15963
MGH54_P14_D10	0.416180790028	green3	2	0.27381	0.19661
MGH54_P14_D11	NA	black	0	0	2.2023
MGH54_P14_D12	NA	black	0	0	0.24975
MGH54_P14_E01	NA	black	0	0	0.35389
MGH54_P14_E02	NA	black	0	0	4.0009
MGH54_P14_E03	NA	black	0	0	0.34369
MGH54_P14_E04	NA	black	0	0	0
MGH54_P14_E05	NA	black	0	0	3.3234
MGH54_P14_E06	NA	black	0	0	2.2848
MGH54_P14_E07	NA	black	0	0	0
MGH54_P14_E08	NA	black	0	0	0
MGH54_P14_E09	NA	black	0	0	0.50792
MGH54_P14_E10	NA	black	0	0	5.401
MGH54_P14_E11	NA	black	0	0	2.6823
MGH54_P14_E12	NA	black	0	0	0
MGH54_P14_F01	NA	black	0	0	2.6519
MGH54_P14_F02	NA	black	0	0	2.774
MGH54_P14_F03	NA	black	0	0	0
MGH54_P14_F04	NA	black	0	0	0
MGH54_P14_F06	NA	black	0	0.2461	0
MGH54_P14_F07	NA	black	0	0	0.41576
MGH54_P14_F08	NA	black	0	0	0.18396
MGH54_P14_F09	NA	black	0	0	0
MGH54_P14_F10	NA	black	0	0	0
MGH54_P14_F11	NA	black	0	0	0
MGH54_P14_G01	NA	black	0	0	3.7793
MGH54_P14_G02	NA	black	0	0	2.4993
MGH54_P14_G03	NA	black	0	0	0
MGH54_P14_G04	NA	black	0	0	0
MGH54_P14_G05	NA	black	0	0	0
MGH54_P14_G06	0.454529757881	green3	2	0.22774	0.15575
MGH54_P14_G07	NA	black	0	0	0
MGH54_P14_G08	NA	black	0	0	1.7137
MGH54_P14_G09	0.405766508325	green3	2	0.29042	0.19409
MGH54_P14_G10	NA	black	0	0	4.0176
MGH54_P14_G11	NA	black	0	0	0.24245
MGH54_P14_G12	NA	black	0	0	0
MGH54_P14_H01	NA	black	0	0	0.91533
MGH54_P14_H02	NA	black	0	0	0
MGH54_P14_H03	NA	black	0	0	1.1706
MGH54_P14_H04	NA	black	0	0	0
MGH54_P14_H05	NA	black	0	0	1.2702
MGH54_P14_H06	NA	black	0	0	3.901
MGH54_P14_H07	NA	black	0	0	0.13881
MGH54_P14_H08	NA	black	0	0.24853	0
MGH54_P14_H09	NA	black	0	0	0.22404
MGH54_P14_H10	NA	black	0	0	0
MGH54_P14_H11	NA	black	0	0	3.3453
MGH54_P14_H12	NA	black	0	0	0.774
MGH54_P15_A02	NA	black	0	0	3.8349
MGH54_P15_A03	NA	black	0	0	0.22404
MGH54_P15_A04	NA	black	0	0	4.8151
MGH54_P15_A05	NA	black	0	0	4.1632
MGH54_P15_A06	NA	black	0	0	1.7643
MGH54_P15_A07	NA	black	0	0	0.37629
MGH54_P15_A08	NA	black	0	0	2.2943
MGH54_P15_A09	NA	black	0	0	0.1635
MGH54_P15_A10	NA	black	0	0	0
MGH54_P15_A11	NA	black	0	0	0.22404
MGH54_P15_A12	NA	black	0	0	0
MGH54_P15_B01	NA	black	0	0	1.0101
MGH54_P15_B02	NA	black	0	0	3.5633
MGH54_P15_B03	NA	black	0	0	0
MGH54_P15_B04	NA	black	0	0	3.5906
MGH54_P15_B05	NA	black	0	0	3.9326
MGH54_P15_B06	NA	black	0	0	0
MGH54_P15_B07	NA	black	0	0	0.48749
MGH54_P15_B09	NA	black	0	0	0.20664
MGH54_P15_B10	0.308655679171	green3	2	0.3505	0.54399
MGH54_P15_B11	NA	black	0	0	0.2916
MGH54_P15_C01	NA	black	0	0	0
MGH54_P15_C02	NA	black	0	0	0
MGH54_P15_C03	NA	black	0	0	0
MGH54_P15_C04	NA	black	0	0	4.0863
MGH54_P15_C05	NA	black	0	0	3.1512
MGH54_P15_C06	NA	black	0	0	2.9117
MGH54_P15_C07	NA	black	0	0	0
MGH54_P15_C08	NA	black	0	0	3.7363
MGH54_P15_C09	NA	black	0	0	0
MGH54_P15_C10	NA	black	0	0	3.8793
MGH54_P15_C11	NA	black	0	0	3.2861
MGH54_P15_C12	NA	black	0	0	0.16092
MGH54_P15_D01	NA	black	0	0	3.6988
MGH54_P15_D02	NA	black	0	0	1.0101
MGH54_P15_D03	NA	black	0	0	0
MGH54_P15_D04	NA	black	0	0	0
MGH54_P15_D05	NA	black	0	0	4.1734
MGH54_P15_D07	NA	black	0	0	5.2399
MGH54_P15_D08	NA	black	0	0	0.45523
MGH54_P15_D09	NA	black	0	0	3.9674
MGH54_P15_D10	NA	black	0	0	0
MGH54_P15_D11	NA	black	0	0	2.2768
MGH54_P15_D12	NA	black	0	0	0
MGH54_P15_E01	NA	black	0	0	1.5064
MGH54_P15_E02	NA	black	0	0	3.7061
MGH54_P15_E03	NA	black	0	0	2.1843
MGH54_P15_E04	NA	black	0	0	4.3901
MGH54_P15_E05	NA	black	0	0	0.34596
MGH54_P15_E06	NA	black	0	0	0.39397
MGH54_P15_E07	NA	black	0	0	1.0766
MGH54_P15_E08	0.324680537081	green3	2	0.34596	0.46362
MGH54_P15_E09	NA	black	0	0	0
MGH54_P15_E10	NA	black	0	0	1.0976
MGH54_P15_E11	NA	black	0	0	4.3503
MGH54_P15_E12	NA	black	0	0	0.24853
MGH54_P15_F01	NA	black	0	0	0
MGH54_P15_F02	NA	black	0	0	3.2702
MGH54_P15_F03	NA	black	0	0	2.6558
MGH54_P15_F04	NA	black	0	0	1.1596
MGH54_P15_F05	NA	black	0	0	0
MGH54_P15_F06	NA	black	0	0	0
MGH54_P15_F07	NA	black	0	0	0.31383
MGH54_P15_F08	NA	black	0	0	0.13619
MGH54_P15_F09	NA	black	0	0	2.8518
MGH54_P15_F10	NA	black	0	0	3.5037
MGH54_P15_F11	NA	black	0	0	0.1137
MGH54_P15_F12	NA	black	0	0	0
MGH54_P15_G03	NA	black	0	0	0.17632
MGH54_P15_G04	NA	black	0	0	0
MGH54_P15_G05	NA	black	0	0	2.6147
MGH54_P15_G06	NA	black	0	0	3.3461
MGH54_P15_G07	NA	black	0	0	0
MGH54_P15_G08	0.485894225373	green3	2	0.18903	0.12961
MGH54_P15_G09	NA	black	0	0	0.074505
MGH54_P15_G10	NA	black	0	0.1177	0
MGH54_P15_G11	0.440573953303	green3	2	0.24489	0.16864
MGH54_P15_G12	NA	black	0	0	0
MGH54_P15_H01	NA	black	0	0	4.1764
MGH54_P15_H03	NA	black	0	0	0.22897
MGH54_P15_H04	NA	black	0	0	0
MGH54_P15_H05	NA	black	0	0	0
MGH54_P15_H06	NA	black	0	0	0
MGH54_P15_H07	NA	black	0	0	4.0751
MGH54_P15_H08	NA	black	0	0	0.15316
MGH54_P15_H09	NA	black	0	0	0
MGH54_P15_H10	NA	black	0	0	2.6882
MGH54_P15_H11	NA	black	0	0.40708	0
MGH54_P15_H12	NA	black	0	0	0
MGH54_P16_A01	NA	black	0	0	0
MGH54_P16_A02	NA	black	0	0	1.8797
MGH54_P16_A04	NA	black	0	0	0
MGH54_P16_A05	NA	black	0	0	2.873
MGH54_P16_A06	NA	black	0	0.21288	0
MGH54_P16_A07	-0.456976132093	red	1	0.23143	4.0485
MGH54_P16_A08	NA	black	0	0	0
MGH54_P16_A09	NA	black	0	0	0
MGH54_P16_A10	NA	black	0	0	4.3762
MGH54_P16_A11	NA	black	0	0	0.16993
MGH54_P16_A12	-0.161832329527	red	1	0.47093	3.2102
MGH54_P16_B01	NA	black	0	0	2.7983
MGH54_P16_B02	NA	black	0	0	2.6185
MGH54_P16_B03	NA	black	0	0.27501	0
MGH54_P16_B04	NA	black	0	0	0.14535
MGH54_P16_B05	NA	black	0	0	0.12961
MGH54_P16_B06	NA	black	0	0	0.46989
MGH54_P16_B07	NA	black	0	0	1.1316
MGH54_P16_B08	NA	black	0	0	0.46153
MGH54_P16_B09	NA	black	0	0	0.20414
MGH54_P16_B10	NA	black	0	0	4.3482
MGH54_P16_B11	NA	black	0	0	0
MGH54_P16_B12	NA	black	0	0	0.16221
MGH54_P16_C01	NA	black	0	0	0
MGH54_P16_C02	NA	black	0	0	4.9457
MGH54_P16_C03	NA	black	0	0	1.184
MGH54_P16_C04	NA	black	0	0	3.0834
MGH54_P16_C05	NA	black	0	0	1.8976
MGH54_P16_C06	NA	black	0	0	5.0272
MGH54_P16_C07	NA	black	0	0	0
MGH54_P16_C08	NA	black	0	0	0
MGH54_P16_C09	NA	black	0	0	3.1803
MGH54_P16_C10	NA	black	0	0	1.1928
MGH54_P16_C11	NA	black	0	0	0.16092
MGH54_P16_C12	0.00987925948843	red	1	0.42116	2.1795
MGH54_P16_D01	NA	black	0	0	0
MGH54_P16_D02	NA	black	0	0	4.2915
MGH54_P16_D03	NA	black	0	0	3.7988
MGH54_P16_D04	NA	black	0	0	4.8806
MGH54_P16_D05	NA	black	0	0	4.3464
MGH54_P16_D06	NA	black	0	0	1.8258
MGH54_P16_D07	NA	black	0	0	0
MGH54_P16_D09	NA	black	0	0	0
MGH54_P16_D10	NA	black	0	0	0.42223
MGH54_P16_D11	NA	black	0	0	0
MGH54_P16_D12	NA	black	0	0	0.96569
MGH54_P16_E01	NA	black	0	0	0
MGH54_P16_E02	NA	black	0	0	3.8916
MGH54_P16_E03	NA	black	0	0	3.275
MGH54_P16_E04	NA	black	0	0	4.5714
MGH54_P16_E05	NA	black	0	0	0.17249
MGH54_P16_E06	NA	black	0	0	2.544
MGH54_P16_E07	NA	black	0	0	0.18523
MGH54_P16_E08	NA	black	0	0	0.20289
MGH54_P16_E09	NA	black	0	0	2.8309
MGH54_P16_E10	NA	black	0	0	0.21288
MGH54_P16_E11	NA	black	0	0	0
MGH54_P16_E12	NA	black	0	0	4.4112
MGH54_P16_F01	NA	black	0	0	0
MGH54_P16_F03	NA	black	0	0	3.3164
MGH54_P16_F04	NA	black	0	0	0.42008
MGH54_P16_F05	NA	black	0	0	4.5283
MGH54_P16_F06	NA	black	0	0	4.5762
MGH54_P16_F07	NA	black	0	0	2.539
MGH54_P16_F08	NA	black	0	0	3.5165
MGH54_P16_F09	NA	black	0	0	0.92448
MGH54_P16_F10	NA	black	0	0	6.0492
MGH54_P16_F11	NA	black	0	0	3.2789
MGH54_P16_G01	NA	black	0	0	0
MGH54_P16_G02	NA	black	0	0	3.8622
MGH54_P16_G03	NA	black	0	0	2.8667
MGH54_P16_G04	NA	black	0	0	1.5902
MGH54_P16_G05	NA	black	0	0	0
MGH54_P16_G06	NA	black	0	0	5.3053
MGH54_P16_G07	NA	black	0	0	0.34028
MGH54_P16_G08	NA	black	0	0	0
MGH54_P16_G09	NA	black	0	0	3.792
MGH54_P16_G10	NA	black	0	0	0
MGH54_P16_G11	NA	black	0	0	0.26183
MGH54_P16_G12	NA	black	0	0	0.3584
MGH54_P16_H01	NA	black	0	0	0
MGH54_P16_H02	NA	black	0	0	2.6576
MGH54_P16_H03	-0.554194922127	red	1	0.26183	4.4916
MGH54_P16_H04	NA	black	0	0	0.13619
MGH54_P16_H05	NA	black	0	0	0.52707
MGH54_P16_H06	NA	black	0	0	1.2228
MGH54_P16_H07	NA	black	0	0	3.1416
MGH54_P16_H08	NA	black	0	0	0.13225
MGH54_P16_H09	NA	black	0	0	0
MGH54_P16_H10	0.459065249104	green3	2	0.20539	0.20539
MGH54_P16_H11	NA	black	0	0	0
MGH54_P16_H12	NA	black	0	0	1.9797
MGH54_P17_A01	NA	black	0	0	0
MGH54_P17_A02	NA	black	0	0	0
MGH54_P17_A03	-0.291792520418	red	1	0.36961	3.6702
MGH54_P17_A04	NA	black	0	0	3.6711
MGH54_P17_A05	NA	black	0	0	3.7847
MGH54_P17_A06	NA	black	0	0	0.18523
MGH54_P17_A07	NA	black	0	0	3.8656
MGH54_P17_A08	NA	black	0	0	5.0352
MGH54_P17_A09	NA	black	0	0	0
MGH54_P17_A10	NA	black	0	0	0
MGH54_P17_A11	0.559840021226	green3	2	0.05797	0.18523
MGH54_P17_A12	NA	black	0	0	0
MGH54_P17_B01	NA	black	0	0	0.4489
MGH54_P17_B02	NA	black	0	0	0
MGH54_P17_B03	NA	black	0	0	4.6773
MGH54_P17_B05	NA	black	0	0	0.52206
MGH54_P17_B06	NA	black	0	0	4.6114
MGH54_P17_B07	NA	black	0	0	4.2638
MGH54_P17_B08	NA	black	0	0	0
MGH54_P17_B09	NA	black	0	0	0
MGH54_P17_B10	NA	black	0	0	4.0225
MGH54_P17_B11	-0.23785376683	red	1	0.6663	4.3545
MGH54_P17_B12	NA	black	0	0	4.5053
MGH54_P17_C02	NA	black	0	0	0
MGH54_P17_C03	NA	black	0	0	3.5394
MGH54_P17_C04	NA	black	0	0	0.39726
MGH54_P17_C05	NA	black	0	0	1.0628
MGH54_P17_C06	NA	black	0	0	0
MGH54_P17_C07	NA	black	0	0	4.2277
MGH54_P17_C08	NA	black	0	0	1.294
MGH54_P17_C09	NA	black	0	0	0
MGH54_P17_C10	NA	black	0	0	0.16479
MGH54_P17_C11	NA	black	0	0	0
MGH54_P17_C12	0.252962397715	green3	2	0.18142	1.1884
MGH54_P17_D01	NA	black	0	0	0
MGH54_P17_D02	NA	black	0	0	0
MGH54_P17_D03	NA	black	0	0	1.9184
MGH54_P17_D04	NA	black	0	0	0
MGH54_P17_D05	NA	black	0	0	0
MGH54_P17_D06	NA	black	0	0	3.7638
MGH54_P17_D07	NA	black	0	0	0
MGH54_P17_D09	0.401550306601	green3	2	0.2762	0.26664
MGH54_P17_D10	NA	black	0	0	0.26063
MGH54_P17_D12	NA	black	0	0	0.27262
MGH54_P17_E01	NA	black	0	0	0
MGH54_P17_E02	NA	black	0	0	0
MGH54_P17_E03	NA	black	0	0	0.16736
MGH54_P17_E04	NA	black	0	0	0.38184
MGH54_P17_E05	NA	black	0	0	0
MGH54_P17_E06	NA	black	0	0	3.9313
MGH54_P17_E07	NA	black	0	0	0.36289
MGH54_P17_E08	NA	black	0	0	4.7397
MGH54_P17_E09	NA	black	0	0	0
MGH54_P17_E10	NA	black	0	0	2.3682
MGH54_P17_E11	NA	black	0	0	0.76553
MGH54_P17_E12	NA	black	0	0	0
MGH54_P17_F01	NA	black	0	0	0
MGH54_P17_F02	NA	black	0	0	2.1635
MGH54_P17_F03	NA	black	0	0	0.16993
MGH54_P17_F04	NA	black	0	0.45207	0
MGH54_P17_F05	NA	black	0	0	0
MGH54_P17_F07	NA	black	0	0	4.302
MGH54_P17_F08	NA	black	0	0	0
MGH54_P17_F09	NA	black	0	0	0.085425
MGH54_P17_F10	NA	black	0	0	3.8839
MGH54_P17_F11	NA	black	0	0	3.2564
MGH54_P17_F12	NA	black	0	0	0
MGH54_P17_G01	NA	black	0	0	0.55582
MGH54_P17_G02	NA	black	0	0	5.2194
MGH54_P17_G03	NA	black	0	0	0
MGH54_P17_G04	NA	black	0	0	0
MGH54_P17_G05	NA	black	0	0	3.6108
MGH54_P17_G06	NA	black	0	0	0
MGH54_P17_G07	NA	black	0	0	0
MGH54_P17_G08	NA	black	0	0	5.1908
MGH54_P17_G09	NA	black	0	0	4.6251
MGH54_P17_G10	NA	black	0	0	1.0314
MGH54_P17_G11	NA	black	0	0	0.36961
MGH54_P17_G12	NA	black	0	0	0.27023
MGH54_P17_H01	NA	black	0	0	0.58015
MGH54_P17_H02	NA	black	0	0	0.72509
MGH54_P17_H05	NA	black	0	0	2.4924
MGH54_P17_H06	NA	black	0	0	0
MGH54_P17_H07	NA	black	0	0.29396	0
MGH54_P17_H08	NA	black	0	0	3.251
MGH54_P17_H09	NA	black	0	0	3.5319
MGH54_P17_H10	NA	black	0	0	4.2806
MGH54_P17_H11	NA	black	0	0	0.44784
MGH54_P17_H12	NA	black	0	0	4.2428
MGH54_P6_A01	NA	black	0	0	0.33571
MGH54_P6_A02	NA	black	0	0	4.6398
MGH54_P6_A03	NA	black	0	0	0
MGH54_P6_A04	NA	black	0	0	0.44573
MGH54_P6_A05	NA	black	0	0	3.0786
MGH54_P6_A06	NA	black	0	0	0
MGH54_P6_A07	NA	black	0	0.73898	0
MGH54_P6_A08	NA	black	0	0	0.56852
MGH54_P6_A09	NA	black	0	0	3.5809
MGH54_P6_A10	0.280415068863	green3	2	0.40817	0.52306
MGH54_P6_A11	NA	black	0	0	2.4547
MGH54_P6_A12	NA	black	0	0	3.5811
MGH54_P6_B01	NA	black	0	0	0.22157
MGH54_P6_B02	NA	black	0	0	3.3675
MGH54_P6_B03	NA	black	0	0	4.5577
MGH54_P6_B04	NA	black	0	0	1.4921
MGH54_P6_B05	NA	black	0	0	2.3185
MGH54_P6_B06	NA	black	0	0	4.2294
MGH54_P6_B07	NA	black	0	0.30801	0
MGH54_P6_B08	NA	black	0	0	3.3148
MGH54_P6_B09	NA	black	0	0	2.5023
MGH54_P6_B10	NA	black	0	0	4.3246
MGH54_P6_B11	NA	black	0	0	0
MGH54_P6_B12	NA	black	0	0	0
MGH54_P6_C01	NA	black	0	0	0
MGH54_P6_C02	NA	black	0	0	0.30801
MGH54_P6_C03	NA	black	0	0	5.7677
MGH54_P6_C04	NA	black	0	0	0
MGH54_P6_C06	NA	black	0	0	3.5568
MGH54_P6_C07	NA	black	0	0	2.9313
MGH54_P6_C08	NA	black	0	0	0.2228
MGH54_P6_C09	NA	black	0	0	0
MGH54_P6_C10	NA	black	0	0	3.422
MGH54_P6_C11	NA	black	0	0	0.30801
MGH54_P6_C12	NA	black	0	0	0
MGH54_P6_D01	NA	black	0	0	0.3471
MGH54_P6_D02	NA	black	0	0	3.6849
MGH54_P6_D03	-0.212331038866	red	1	0.58015	3.8026
MGH54_P6_D04	NA	black	0	0	0
MGH54_P6_D05	NA	black	0	0	1.9815
MGH54_P6_D07	NA	black	0	0	0
MGH54_P6_D08	NA	black	0	0	1.3573
MGH54_P6_D09	NA	black	0	0	0
MGH54_P6_D10	0.148649328422	red	1	0.36065	1.4399
MGH54_P6_D11	NA	black	0	0	0
MGH54_P6_D12	NA	black	0	0	0.33685
MGH54_P6_E02	NA	black	0	0	2.9021
MGH54_P6_E03	0.384630116468	green3	2	0.29514	0.29396
MGH54_P6_E04	NA	black	0	0	0
MGH54_P6_E05	NA	black	0	0	3.8538
MGH54_P6_E07	NA	black	0	0	5.4022
MGH54_P6_E08	NA	black	0	0	0.23634
MGH54_P6_E09	-0.557972162933	red	1	0.38957	4.9262
MGH54_P6_E10	NA	black	0	0	0
MGH54_P6_E11	NA	black	0	0	0
MGH54_P6_E12	NA	black	0	0	0
MGH54_P6_F01	NA	black	0	0	0.27023
MGH54_P6_F02	NA	black	0	0	0
MGH54_P6_F03	NA	black	0	0	3.5447
MGH54_P6_F05	NA	black	0	0	3.8215
MGH54_P6_F06	NA	black	0	0	0
MGH54_P6_F07	NA	black	0	0	1.1104
MGH54_P6_F08	NA	black	0	0	0.6526
MGH54_P6_F09	-0.271966306263	red	1	0.32193	3.4854
MGH54_P6_F10	0.172674001697	green3	2	0.60122	0.53406
MGH54_P6_F11	NA	black	0	0	3.5291
MGH54_P6_F12	NA	black	0	0	3.6385
MGH54_P6_G01	NA	black	0	0	4.966
MGH54_P6_G02	NA	black	0	0	0
MGH54_P6_G03	NA	black	0	0	0.77146
